RawMessage	MessageCategory	|Count	:Count	last|	[anim]	[block]	[broken]	[consumed]	[damage]	[eat]	[fail]	[fatigue]	[from]	[fromitem]	[identify]	[miss]	[move]	[msg]	[notarget]	[of]	[partiallytrapped]	[silent]	[source]	[spread]	[still]	[true]	[upkeep]	[weak]	[weaken]	[wisher]	Generation
"|request|{""active"":[{""moves"":[{""move"":""Hidden Power Psychic 70"",""id"":""hiddenpower"",""pp"":22,""maxpp"":24,""target"":""normal"",""disabled"":false}]},{""moves"":[{""move"":""Struggle"",""id"":""struggle"",""target"":""randomNormal"",""disabled"":false}]}],""side"":{""name"":""colress-gpt"",""id"":""p1"",""pokemon"":[{""ident"":""p1: Unown"",""details"":""Unown-W"",""condition"":""167/258"",""active"":true,""stats"":{""atk"":151,""def"":153,""spa"":201,""spd"":153,""spe"":152},""moves"":[""hiddenpowerpsychic""],""baseAbility"":""levitate"",""item"":""choicespecs"",""pokeball"":""pokeball""},{""ident"":""p1: Manectric"",""details"":""Manectric, L87, F"",""condition"":""178/264"",""active"":true,""stats"":{""atk"":137,""def"":154,""spa"":232,""spd"":154,""spe"":232},""moves"":[""overheat"",""switcheroo"",""thunderbolt"",""hiddenpowergrass""],""baseAbility"":""static"",""item"":""choicescarf"",""pokeball"":""pokeball""},{""ident"":""p1: Flareon"",""details"":""Flareon, L92, M"",""condition"":""0 fnt"",""active"":false,""stats"":{""atk"":244,""def"":163,""spa"":227,""spd"":255,""spe"":172},""moves"":[""toxic"",""protect"",""wish"",""fireblast""],""baseAbility"":""flashfire"",""item"":""leftovers"",""pokeball"":""pokeball""},{""ident"":""p1: Smeargle"",""details"":""Smeargle, L85, F"",""condition"":""232/232"",""active"":false,""stats"":{""atk"":83,""def"":108,""spa"":83,""spd"":125,""spe"":176},""moves"":[""stealthrock"",""uturn"",""counter"",""spore""],""baseAbility"":""owntempo"",""item"":""focussash"",""pokeball"":""pokeball""},{""ident"":""p1: Hippowdon"",""details"":""Hippowdon, L80, F"",""condition"":""304/304"",""active"":false,""stats"":{""atk"":225,""def"":235,""spa"":155,""spd"":161,""spe"":121},""moves"":[""earthquake"",""stoneedge"",""slackoff"",""icefang""],""baseAbility"":""sandstream"",""item"":""leftovers"",""pokeball"":""pokeball""},{""ident"":""p1: Lumineon"",""details"":""Lumineon, L90, M"",""condition"":""271/271"",""active"":false,""stats"":{""atk"":176,""def"":188,""spa"":176,""spd"":206,""spe"":215},""moves"":[""uturn"",""surf"",""raindance"",""icebeam""],""baseAbility"":""swiftswim"",""item"":""lifeorb"",""pokeball"":""pokeball""}]},""rqid"":20}"	request	2	108	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	4
"|request|{""active"":[{""moves"":[{""move"":""Outrage"",""id"":""outrage""}]},{""moves"":[{""move"":""Bounce"",""id"":""bounce""}]}],""side"":{""name"":""colress-gpt"",""id"":""p1"",""pokemon"":[{""ident"":""p1: Altaria"",""details"":""Altaria, L86, M"",""condition"":""13/269 brn"",""active"":true,""stats"":{""atk"":170,""def"":204,""spa"":170,""spd"":230,""spe"":187},""moves"":[""earthquake"",""outrage"",""dragondance"",""roost""],""baseAbility"":""naturalcure"",""item"":"""",""pokeball"":""pokeball""},{""ident"":""p1: Jumpluff"",""details"":""Jumpluff, L88, M"",""condition"":""275/275"",""active"":true,""stats"":{""atk"":147,""def"":173,""spa"":147,""spd"":200,""spe"":244},""moves"":[""bounce"",""substitute"",""stunspore"",""grassknot""],""baseAbility"":""chlorophyll"",""item"":""leftovers"",""pokeball"":""pokeball""},{""ident"":""p1: Primeape"",""details"":""Primeape, L84, F"",""condition"":""0 fnt"",""active"":false,""stats"":{""atk"":225,""def"":149,""spa"":149,""spd"":166,""spe"":208},""moves"":[""encore"",""stoneedge"",""closecombat"",""punishment""],""baseAbility"":""vitalspirit"",""item"":""lifeorb"",""pokeball"":""pokeball""},{""ident"":""p1: Exeggutor"",""details"":""Exeggutor, L86, M"",""condition"":""0 fnt"",""active"":false,""stats"":{""atk"":212,""def"":195,""spa"":263,""spd"":161,""spe"":143},""moves"":[""hiddenpowerfire"",""psychic"",""explosion"",""leafstorm""],""baseAbility"":""chlorophyll"",""item"":""lifeorb"",""pokeball"":""pokeball""},{""ident"":""p1: Pikachu"",""details"":""Pikachu, L89, F"",""condition"":""0 fnt"",""active"":false,""stats"":{""atk"":149,""def"":104,""spa"":140,""spd"":122,""spe"":211},""moves"":[""substitute"",""thunderbolt"",""volttackle"",""grassknot""],""baseAbility"":""static"",""item"":""lightball"",""pokeball"":""pokeball""},{""ident"":""p1: Bronzong"",""details"":""Bronzong, L80"",""condition"":""0 fnt"",""active"":false,""stats"":{""atk"":189,""def"":232,""spa"":173,""spd"":232,""spe"":57},""moves"":[""stealthrock"",""toxic"",""explosion"",""gyroball""],""baseAbility"":""levitate"",""item"":""leftovers"",""pokeball"":""pokeball""}]},""rqid"":42}"	request	2	102	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	4
|init|battle	init	2	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|title|colress-gpt vs. colress-gpt-test1	title	2	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|j|☆colress-gpt	j	2	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|request|	request	2	0	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|t:|1696016320	t:	2	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|gametype|doubles	gametype	2	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|player|p1|colress-gpt|169|	player	5	0	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
"|request|{""teamPreview"":true,""side"":{""name"":""colress-gpt"",""id"":""p1"",""pokemon"":[{""ident"":""p1: Octillery"",""details"":""Octillery, L90, M"",""condition"":""281/281"",""active"":true,""stats"":{""atk"":194,""def"":186,""spa"":240,""spd"":186,""spe"":132},""moves"":[""hydropump"",""thunderwave"",""icebeam"",""fireblast""],""baseAbility"":""sniper"",""item"":""lifeorb"",""pokeball"":""pokeball""},{""ident"":""p1: Rampardos"",""details"":""Rampardos, L89, F"",""condition"":""317/317"",""active"":true,""stats"":{""atk"":344,""def"":158,""spa"":166,""spd"":140,""spe"":154},""moves"":[""rockpolish"",""earthquake"",""superpower"",""headsmash""],""baseAbility"":""moldbreaker"",""item"":""lifeorb"",""pokeball"":""pokeball""},{""ident"":""p1: Garbodor"",""details"":""Garbodor, L87, F"",""condition"":""281/281"",""active"":false,""stats"":{""atk"":215,""def"":192,""spa"":154,""spd"":192,""spe"":180},""moves"":[""drainpunch"",""toxicspikes"",""spikes"",""gunkshot""],""baseAbility"":""aftermath"",""item"":""blacksludge"",""pokeball"":""pokeball""},{""ident"":""p1: Tauros"",""details"":""Tauros, L85, M"",""condition"":""266/266"",""active"":false,""stats"":{""atk"":219,""def"":210,""spa"":117,""spd"":168,""spe"":236},""moves"":[""pursuit"",""earthquake"",""retaliate"",""stoneedge""],""baseAbility"":""intimidate"",""item"":""choiceband"",""pokeball"":""pokeball""},{""ident"":""p1: Glalie"",""details"":""Glalie, L91, F"",""condition"":""293/293"",""active"":false,""stats"":{""atk"":197,""def"":197,""spa"":197,""spd"":197,""spe"":197},""moves"":[""taunt"",""icebeam"",""spikes"",""explosion""],""baseAbility"":""innerfocus"",""item"":""leftovers"",""pokeball"":""pokeball""},{""ident"":""p1: Manectric"",""details"":""Manectric, L84, F"",""condition"":""255/255"",""active"":false,""stats"":{""atk"":132,""def"":148,""spa"":225,""spd"":149,""spe"":225},""moves"":[""flamethrower"",""voltswitch"",""hiddenpowerice"",""thunderbolt""],""baseAbility"":""lightningrod"",""item"":""choicescarf"",""pokeball"":""pokeball""}]},""rqid"":2}"	request	2	96	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|teamsize|p1|6	teamsize	3	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|gen|5	gen	2	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|tier|[Gen 5] Random Doubles	tier	2	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|rule|HP Percentage Mod: HP is shown in percentages	rule	2	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|clearpoke	clearpoke	1	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|poke|p1|Octillery, L90, M|item	poke	4	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|teampreview	teampreview	1	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
"|request|{""active"":[{""moves"":[{""move"":""Hydro Pump"",""id"":""hydropump"",""pp"":8,""maxpp"":8,""target"":""normal"",""disabled"":false},{""move"":""Thunder Wave"",""id"":""thunderwave"",""pp"":32,""maxpp"":32,""target"":""normal"",""disabled"":false},{""move"":""Ice Beam"",""id"":""icebeam"",""pp"":16,""maxpp"":16,""target"":""normal"",""disabled"":false},{""move"":""Fire Blast"",""id"":""fireblast"",""pp"":8,""maxpp"":8,""target"":""normal"",""disabled"":false}]},{""moves"":[{""move"":""Rock Polish"",""id"":""rockpolish"",""pp"":32,""maxpp"":32,""target"":""self"",""disabled"":false},{""move"":""Earthquake"",""id"":""earthquake"",""pp"":16,""maxpp"":16,""target"":""allAdjacent"",""disabled"":false},{""move"":""Superpower"",""id"":""superpower"",""pp"":8,""maxpp"":8,""target"":""normal"",""disabled"":false},{""move"":""Head Smash"",""id"":""headsmash"",""pp"":8,""maxpp"":8,""target"":""normal"",""disabled"":false}]}],""side"":{""name"":""colress-gpt"",""id"":""p1"",""pokemon"":[{""ident"":""p1: Octillery"",""details"":""Octillery, L90, M"",""condition"":""281/281"",""active"":true,""stats"":{""atk"":194,""def"":186,""spa"":240,""spd"":186,""spe"":132},""moves"":[""hydropump"",""thunderwave"",""icebeam"",""fireblast""],""baseAbility"":""sniper"",""item"":""lifeorb"",""pokeball"":""pokeball""},{""ident"":""p1: Rampardos"",""details"":""Rampardos, L89, F"",""condition"":""317/317"",""active"":true,""stats"":{""atk"":344,""def"":158,""spa"":166,""spd"":140,""spe"":154},""moves"":[""rockpolish"",""earthquake"",""superpower"",""headsmash""],""baseAbility"":""moldbreaker"",""item"":""lifeorb"",""pokeball"":""pokeball""},{""ident"":""p1: Garbodor"",""details"":""Garbodor, L87, F"",""condition"":""281/281"",""active"":false,""stats"":{""atk"":215,""def"":192,""spa"":154,""spd"":192,""spe"":180},""moves"":[""drainpunch"",""toxicspikes"",""spikes"",""gunkshot""],""baseAbility"":""aftermath"",""item"":""blacksludge"",""pokeball"":""pokeball""},{""ident"":""p1: Tauros"",""details"":""Tauros, L85, M"",""condition"":""266/266"",""active"":false,""stats"":{""atk"":219,""def"":210,""spa"":117,""spd"":168,""spe"":236},""moves"":[""pursuit"",""earthquake"",""retaliate"",""stoneedge""],""baseAbility"":""intimidate"",""item"":""choiceband"",""pokeball"":""pokeball""},{""ident"":""p1: Glalie"",""details"":""Glalie, L91, F"",""condition"":""293/293"",""active"":false,""stats"":{""atk"":197,""def"":197,""spa"":197,""spd"":197,""spe"":197},""moves"":[""taunt"",""icebeam"",""spikes"",""explosion""],""baseAbility"":""innerfocus"",""item"":""leftovers"",""pokeball"":""pokeball""},{""ident"":""p1: Manectric"",""details"":""Manectric, L84, F"",""condition"":""255/255"",""active"":false,""stats"":{""atk"":132,""def"":148,""spa"":225,""spd"":149,""spe"":225},""moves"":[""flamethrower"",""voltswitch"",""hiddenpowerice"",""thunderbolt""],""baseAbility"":""lightningrod"",""item"":""choicescarf"",""pokeball"":""pokeball""}]},""rqid"":4}"	request	2	146	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|start	start	1	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|switch|p1a: Octillery|Octillery, L90, M|281/281	switch	4	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|-ability|p1b: Rampardos|Mold Breaker	-ability	3	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|turn|1	turn	2	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|move|p2a: Galvantula|Giga Drain|p1a: Octillery	move	4	2	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|-supereffective|p1a: Octillery	-supereffective	2	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|-damage|p1a: Octillery|125/281	-damage	3	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|-damage|p2b: Ludicolo|91/100|[from] item: Life Orb	-damage	4	2	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|-boost|p1b: Rampardos|spe|2	-boost	4	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|-resisted|p2b: Ludicolo	-resisted	2	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|upkeep	upkeep	1	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|move|p1a: Pachirisu|Toxic|p2a: Butterfree|[miss]	move	5	2	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|-miss|p1a: Pachirisu|p2a: Butterfree	-miss	3	2	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|-heal|p1a: Pachirisu|167/257|[from] item: Leftovers	-heal	4	2	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
"|request|{""forceSwitch"":[true,true],""side"":{""name"":""colress-gpt"",""id"":""p1"",""pokemon"":[{""ident"":""p1: Octillery"",""details"":""Octillery, L90, M"",""condition"":""0 fnt"",""active"":true,""stats"":{""atk"":194,""def"":186,""spa"":240,""spd"":186,""spe"":132},""moves"":[""hydropump"",""thunderwave"",""icebeam"",""fireblast""],""baseAbility"":""sniper"",""item"":""lifeorb"",""pokeball"":""pokeball""},{""ident"":""p1: Rampardos"",""details"":""Rampardos, L89, F"",""condition"":""0 fnt"",""active"":true,""stats"":{""atk"":344,""def"":158,""spa"":166,""spd"":140,""spe"":154},""moves"":[""rockpolish"",""earthquake"",""superpower"",""headsmash""],""baseAbility"":""moldbreaker"",""item"":""lifeorb"",""pokeball"":""pokeball""},{""ident"":""p1: Garbodor"",""details"":""Garbodor, L87, F"",""condition"":""281/281"",""active"":false,""stats"":{""atk"":215,""def"":192,""spa"":154,""spd"":192,""spe"":180},""moves"":[""drainpunch"",""toxicspikes"",""spikes"",""gunkshot""],""baseAbility"":""aftermath"",""item"":""blacksludge"",""pokeball"":""pokeball""},{""ident"":""p1: Tauros"",""details"":""Tauros, L85, M"",""condition"":""266/266"",""active"":false,""stats"":{""atk"":219,""def"":210,""spa"":117,""spd"":168,""spe"":236},""moves"":[""pursuit"",""earthquake"",""retaliate"",""stoneedge""],""baseAbility"":""intimidate"",""item"":""choiceband"",""pokeball"":""pokeball""},{""ident"":""p1: Glalie"",""details"":""Glalie, L91, F"",""condition"":""293/293"",""active"":false,""stats"":{""atk"":197,""def"":197,""spa"":197,""spd"":197,""spe"":197},""moves"":[""taunt"",""icebeam"",""spikes"",""explosion""],""baseAbility"":""innerfocus"",""item"":""leftovers"",""pokeball"":""pokeball""},{""ident"":""p1: Manectric"",""details"":""Manectric, L84, F"",""condition"":""255/255"",""active"":false,""stats"":{""atk"":132,""def"":148,""spa"":225,""spd"":149,""spe"":225},""moves"":[""flamethrower"",""voltswitch"",""hiddenpowerice"",""thunderbolt""],""baseAbility"":""lightningrod"",""item"":""choicescarf"",""pokeball"":""pokeball""}]},""noCancel"":true,""rqid"":8}"	request	2	97	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|faint|p1a: Octillery	faint	2	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|-heal|p2b: Ludicolo|78/100|[from] drain|[of] p1b: Rampardos	-heal	5	2	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	5
|-status|p2b: Bouffalant|tox	-status	3	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|-damage|p2b: Bouffalant|64/100 tox|[from] psn	-damage	4	1	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|-ability|p1b: Tauros|Intimidate|boost	-ability	4	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|-unboost|p2a: Galvantula|atk|1	-unboost	4	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|-crit|p1b: Tauros	-crit	2	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|error|[Invalid choice] There's nothing to choose	error	2	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|move|p1b: Drapion|Earthquake|p2a: Cherrim|[spread] p1a,p2a	move	5	2	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	5
|-immune|p2b: Togekiss	-immune	2	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|switch|p2b: Meloetta|Meloetta, L81|100/100|[from] Volt Switch	switch	5	1	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|-start|p2a: Galvantula|move: Taunt	-start	3	2	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|move|p2b: Jumpluff|Encore||[still]	move	5	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	5
|-fail|p2b: Jumpluff	-fail	2	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|-fail|p2b: Ledian|heal	-fail	3	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|-end|p2a: Galvantula|move: Taunt	-end	3	2	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|cant|p2b: Ledian|frz	cant	3	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|win|colress-gpt-test1	win	2	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|-activate|p1b: Manectric|ability: Lightning Rod	-activate	3	2	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|-status|p2b: Sigilyph|brn|[from] item: Flame Orb	-status	4	2	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|-heal|p2b: Sigilyph|90/100 brn	-heal	3	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|-singleturn|p2b: Sigilyph|move: Roost	-singleturn	3	2	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
"|request|{""active"":[{""moves"":[{""move"":""Circle Throw"",""id"":""circlethrow"",""pp"":15,""maxpp"":16,""target"":""normal"",""disabled"":false},{""move"":""Rest"",""id"":""rest"",""pp"":16,""maxpp"":16,""target"":""self"",""disabled"":false},{""move"":""Scald"",""id"":""scald"",""pp"":24,""maxpp"":24,""target"":""normal"",""disabled"":false},{""move"":""Sleep Talk"",""id"":""sleeptalk"",""pp"":16,""maxpp"":16,""target"":""self"",""disabled"":false}],""trapped"":true},{""moves"":[{""move"":""Ice Beam"",""id"":""icebeam"",""pp"":14,""maxpp"":16,""target"":""normal"",""disabled"":false},{""move"":""Taunt"",""id"":""taunt"",""pp"":32,""maxpp"":32,""target"":""normal"",""disabled"":false},{""move"":""Spikes"",""id"":""spikes"",""pp"":32,""maxpp"":32,""target"":""foeSide"",""disabled"":false},{""move"":""Earthquake"",""id"":""earthquake"",""pp"":16,""maxpp"":16,""target"":""allAdjacent"",""disabled"":false}],""maybeTrapped"":true}],""side"":{""name"":""colress-gpt"",""id"":""p1"",""pokemon"":[{""ident"":""p1: Poliwrath"",""details"":""Poliwrath, L85, F"",""condition"":""292/292"",""active"":true,""stats"":{""atk"":193,""def"":210,""spa"":168,""spd"":202,""spe"":168},""moves"":[""circlethrow"",""rest"",""scald"",""sleeptalk""],""baseAbility"":""waterabsorb"",""item"":""leftovers"",""pokeball"":""pokeball""},{""ident"":""p1: Glalie"",""details"":""Glalie, L91, F"",""condition"":""262/293"",""active"":true,""stats"":{""atk"":197,""def"":197,""spa"":197,""spd"":197,""spe"":197},""moves"":[""icebeam"",""taunt"",""spikes"",""earthquake""],""baseAbility"":""innerfocus"",""item"":""leftovers"",""pokeball"":""pokeball""},{""ident"":""p1: Tangrowth"",""details"":""Tangrowth, L85, M"",""condition"":""0 fnt"",""active"":false,""stats"":{""atk"":218,""def"":261,""spa"":235,""spd"":134,""spe"":133},""moves"":[""hiddenpowerfire"",""powerwhip"",""synthesis"",""earthquake""],""baseAbility"":""regenerator"",""item"":""lifeorb"",""pokeball"":""pokeball""},{""ident"":""p1: Miltank"",""details"":""Miltank, L84, F"",""condition"":""297/297"",""active"":false,""stats"":{""atk"":183,""def"":225,""spa"":115,""spd"":166,""spe"":216},""moves"":[""bodyslam"",""toxic"",""earthquake"",""milkdrink""],""baseAbility"":""scrappy"",""item"":""leftovers"",""pokeball"":""pokeball""},{""ident"":""p1: Krookodile"",""details"":""Krookodile, L81, F"",""condition"":""287/287"",""active"":false,""stats"":{""atk"":236,""def"":160,""spa"":152,""spd"":160,""spe"":196},""moves"":[""pursuit"",""earthquake"",""stealthrock"",""stoneedge""],""baseAbility"":""intimidate"",""item"":""lifeorb"",""pokeball"":""pokeball""},{""ident"":""p1: Torkoal"",""details"":""Torkoal, L87, M"",""condition"":""263/263"",""active"":false,""stats"":{""atk"":198,""def"":293,""spa"":198,""spd"":172,""spe"":85},""moves"":[""toxic"",""earthquake"",""protect"",""lavaplume""],""baseAbility"":""whitesmoke"",""item"":""leftovers"",""pokeball"":""pokeball""}]},""rqid"":10}"	request	2	148	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|drag|p2a: Gothitelle|Gothitelle, L86, F|100/100	drag	4	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|-sidestart|p2: colress-gpt-test1|move: Toxic Spikes	-sidestart	3	2	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|-sidestart|p1: colress-gpt|Spikes	-sidestart	3	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|-singlemove|p2b: Qwilfish|Destiny Bond	-singlemove	3	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|-heal|p1b: Umbreon|293/293|[from] move: Wish|[wisher] Umbreon	-heal	5	2	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	5
|-item|p1b: Heatran|Air Balloon	-item	3	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|-enditem|p1b: Heatran|Air Balloon	-enditem	3	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|-weather|Sandstorm|[from] ability: Sand Stream|[of] p1a: Hippowdon	-weather	4	2	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	5
|-weather|Sandstorm|[upkeep]	-weather	3	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	5
|-singleturn|p1b: Umbreon|Protect	-singleturn	3	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|-immune|p1b: Heatran|[from] ability: Flash Fire	-immune	3	2	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|-fail|p1b: Carnivine|move: Substitute|[weak]	-fail	4	2	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	5
|-start|p2a: Ho-Oh|Substitute	-start	3	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|-status|p2b: Leafeon|par|[from] ability: Effect Spore|[of] p1a: Vileplume	-status	5	3	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	5
|-damage|p2a: Kabutops|8/100 brn|[from] Leech Seed|[of] p1a: Vileplume	-damage	5	2	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	5
|-heal|p1a: Vileplume|275/275|[silent]	-heal	4	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	5
|-fail|p2a: Ho-Oh|move: Substitute	-fail	3	2	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|cant|p1a: Vileplume|move: Taunt|Leech Seed	cant	4	2	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|-end|p2a: Ho-Oh|Substitute	-end	3	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
|-activate|p2a: Ho-Oh|Substitute|[damage]	-activate	4	1	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5
